ont_indx	ont_rx(dBm)	ont_tx(dBm)	vendor_pn
1/1/1/0/0	-27.69	2.21	HW-BOB-0012
1/1/1/0/2	-21.13	2.26	HW-BOB-0025
1/1/1/0/3	-22.92	2.44	-
1/1/1/0/4	-25.53	2.10	HW-BOB-0012
1/1/1/0/6	-23.56	2.25	HW-BOB-0002
1/1/1/0/7	-22.29	2.73	-
1/1/1/0/8	-24.95	2.03	HW-BOB-0012
1/1/1/0/9	-24.43	1.99	HW-BOB-0002
1/1/1/0/12	-29.21	2.24	HW-BOB-0012
1/1/1/1/2	-24.68	2.63	-
1/1/1/1/3	-21.36	2.36	SFU3424THPCDEHW4
1/1/1/1/4	-29.21	2.39	HW-BOB-0012
1/1/1/1/13	-22.67	2.06	HW-BOB-0012
1/1/1/1/14	-33.00	2.25	HW-BOB-0002
